id,date,doctor_ssn,patient_ssn
16216,1992-08-30,21461169,19549752
31910,1987-12-08,18820852,77276342
77183,2001-04-16,76820419,95147281
11459,2013-11-14,99834987,47471467
36928,1987-12-23,89531655,37050644
63936,1975-06-13,39648684,10860522
86563,1996-09-12,52340174,25799481
70713,1976-03-24,60218927,93229846
80735,1976-07-12,18834593,90661097
40292,2001-04-08,89191917,70735402
49711,1981-06-14,61313981,62462829
14065,2020-03-13,22469139,54785320
21225,2018-01-10,21217783,46415551
54380,1977-03-29,12975035,75160092
56098,1980-04-25,50428925,71320968
10834,1991-09-12,27534856,15264686
60580,2004-09-08,35514193,76232620
60330,1993-03-08,11817916,90631473
91631,1976-05-18,60078644,16560422
64784,1971-01-06,73353613,45280449
52980,2001-11-29,79357879,54045301
55620,2015-01-04,24867775,45365892
70399,1977-04-20,40419761,82063202
54127,1971-09-14,65254136,95820852
58893,2002-06-13,21461169,19549752
51862,2014-05-30,90340440,19465656
37381,1988-04-29,33401129,58735498
88608,2020-02-26,13619137,37097458
79859,2006-01-29,27376420,14389318
87686,1999-09-15,54965176,10957081
33176,2013-07-14,52340174,38504631
54858,2020-06-20,64171170,14316215
61627,2012-12-15,64171170,44672269
97823,2000-02-17,34963962,82774810
91585,1973-07-29,36179876,46624166
20906,1970-10-14,25594270,15419071
53134,1993-10-28,90802402,90354918
82991,1971-07-07,22469139,54785320
60471,2011-01-21,60618184,46966455
93723,1994-06-24,21461169,19549752
81531,1994-02-24,41939083,76531589
74162,2008-04-03,22531739,42882962
35040,2006-09-12,62323982,16159960
55154,2009-08-06,54617051,89736087
84751,2016-10-23,27376420,19557167
36277,2014-04-22,54280798,17015693
52543,1991-05-21,28233562,62855113
25469,2006-12-26,52425844,83614541
14745,2000-02-24,59339978,92850528
81447,2015-09-13,92160743,82504175
41936,1982-09-24,99163513,42219409
75177,2019-03-31,79357879,56110103
76093,2013-08-04,21976288,23312225
38244,1994-08-31,11761661,97109629
36580,2007-08-25,17359090,49898968
23897,1973-10-30,11444794,27965844
58357,1991-03-07,10002383,35971013
55263,2020-07-14,89963279,27092741
66597,2002-01-13,41397079,13893496
99268,1970-09-12,92603773,83946004
33262,1989-10-29,65611753,14997290
27202,2020-10-06,62323982,16159960
83206,1982-04-25,40419761,82063202
28569,1978-09-13,27458128,54582069
24548,2011-04-26,70688213,64271107
75706,1978-12-13,67885705,43661888
93409,2008-10-14,12725677,82344059
74883,2003-02-14,17594394,66624968
58911,2016-03-20,31092415,45264997
74191,1971-09-28,24867775,45365892
84434,1983-06-12,71978755,80655368
98395,2001-09-19,33347985,41833928
56202,2002-07-19,13102774,90424307
13138,2019-09-07,79604943,77900774
96630,1980-01-15,34629679,66460119
38193,1979-02-17,68878341,92066656
44774,2019-03-06,73353613,43327406
48724,2012-01-16,54965176,59707434
90345,1976-08-06,58209043,92939312
51937,1987-05-22,81880729,88741764
24003,1988-02-28,72845307,99851111
26216,1992-05-22,52019681,91430555
65124,1988-12-03,89531655,45589271
64000,2007-09-15,58209043,92939312
62986,1995-11-01,63632353,48174357
50573,2001-02-02,26117729,66235254
86496,2011-04-17,52142647,91615164
31449,2015-04-04,66505374,26211696
98066,2010-06-01,60218927,33413111
27612,1985-03-29,20570832,10949141
17571,1992-01-12,20570832,15706485
34658,2008-09-08,23432381,40628605
20359,2014-05-18,42771490,94167726
15796,1984-10-31,49716952,76838671
47849,2005-05-12,95080084,35308206
60751,1974-01-18,82574889,58174956
30216,2008-12-16,10226227,91266429
48465,1987-03-31,86829362,73520612
83154,2016-02-01,11770943,83546165
63019,1991-05-30,40419761,33230194
21684,1988-06-06,42624892,30767618
43839,1996-02-24,33100847,97739045
15966,2014-07-08,29061274,89832484
30996,2015-11-17,97907228,65223949
99326,1999-09-28,20570832,15706485
27427,1971-04-27,99769858,21387575
58876,1996-08-13,82344354,22901531
14163,2008-08-01,17729801,73014497
50666,1981-06-07,48162226,87057289
35822,2004-11-22,87036482,84642233
41217,1981-05-15,71788115,76280076
44011,2004-08-07,70688213,64271107
16565,1996-02-03,24108838,86707984
89862,1996-06-06,90950238,22985025
16510,2002-01-08,85897172,74504977
64353,1973-03-06,36301244,28525389
56511,2001-05-23,75085950,50470477
84671,1996-11-02,97688719,23926604
36853,1972-05-19,36301244,65616761
21851,1987-02-28,49468591,93516369
88841,2004-04-19,92855777,80017717
76663,2017-08-26,68364973,17357694
64587,1999-11-15,39396483,47606357
93413,2009-08-14,65834151,85765249
19848,1979-07-23,97688719,23926604
99939,2000-10-20,59269480,15203173
53278,2011-11-19,28004071,48607671
73292,1999-01-22,93498739,24738434
89774,2004-08-30,64450712,87356211
30023,2002-09-23,60279221,87160912
82289,1977-12-09,82093766,87152148
90342,1976-12-19,48653893,66336493
20082,1990-06-03,34024870,43682818
55517,1981-01-20,67756087,10184792
78903,1976-05-05,76612438,14438317
81929,1972-12-02,76516358,64404209
93355,1991-01-06,70688213,70749350
31146,1970-02-12,26910170,25580656
12370,2018-12-03,35854369,20877254
14476,1996-10-29,66641014,13127666
36275,1976-04-29,47451778,62602868
45726,1993-03-22,55831693,40652666
79122,1989-02-22,68675594,78630737
29715,2014-02-03,36543940,26718890
13659,2019-01-08,85894485,45341336
12383,2007-11-18,80179939,48612304
44150,2006-06-08,73613202,46525659
67001,1986-04-27,92451649,15251544
65085,2011-12-26,54055138,85829043
98612,1994-06-01,50428925,71320968
76577,2019-05-31,35513602,25088283
18225,1973-03-31,66664551,58060552
13592,2018-08-06,30064194,24573233
71616,2011-02-17,76592148,56720648
90222,2019-10-01,54965176,10957081
21327,1971-12-09,78718006,73193811
42149,2007-07-16,97907228,65223949
40321,1976-09-09,65534460,81706229
79899,2010-02-17,65534460,81706229
15503,2000-07-01,52019681,94232898
56564,2001-08-30,12983664,73436666
40928,1970-05-28,86829362,29371215
44858,1990-07-18,76129491,80489663
28545,1976-02-20,68675594,78630737
18263,2007-04-24,87429712,61749550
84909,1999-01-07,28233562,77519918
68196,1976-02-11,70522849,79140930
72248,1983-10-03,18820852,77276342
17405,2016-06-09,64100046,38548868
53142,2001-03-22,71788115,76280076
26454,1982-10-27,51115572,47143284
46277,1996-02-27,79670769,60199403
64853,1971-09-19,75085950,50470477
68114,1978-07-06,70688213,64271107
74214,2015-03-06,37739616,23645319
82074,2019-08-28,77466800,57995454
23276,1978-03-25,93785360,80478126
79960,1985-01-29,92451649,37381536
70757,2011-01-31,52782415,80631170
37317,1982-10-04,43770521,79285800
45510,2017-05-24,21976288,23312225
16208,1988-06-23,72820792,37706673
89013,2010-12-31,69729059,95089917
73543,2004-07-15,41629310,40007943
12341,2000-12-20,68272022,50518189
35401,1983-10-07,95605094,34355507
82797,2002-05-26,88104164,57497593
61909,2016-07-12,51267267,84492148
69733,1980-12-28,83526296,60180232
68045,1985-06-28,70615923,68442179
34201,2020-02-29,12725677,82344059
24679,2008-12-25,92160743,18825596
88600,1978-12-26,66977222,37314806
92593,2016-02-06,96941965,82202266
57933,1971-07-31,72820792,37706673
38479,2016-04-16,29061274,66882663
42795,1972-10-21,81479327,33446708
76407,2014-05-06,97609788,87597979
22383,1998-08-21,54383880,73457777
64540,1997-04-08,49468591,50375309
36136,2005-08-01,90340440,19465656
75937,1971-09-24,99163513,16818495
40661,2013-08-16,81682384,70018454
89711,1979-10-26,15173375,50255212
72110,1978-05-19,83358978,97943500
93197,2012-08-22,12725677,92305220
12266,2000-02-27,32044946,30852738
82655,2016-04-21,98485783,47736396
77093,1981-02-21,72297075,25806305
97752,2002-04-09,59190686,13686517
72300,1978-04-28,65561449,98698513
91167,2006-05-04,58981884,33158404
96746,2004-09-04,66070125,25038828
76863,2016-08-23,83259105,46744453
87065,1987-02-23,80208559,85233155
12049,2000-05-12,79357879,54045301
70231,1977-07-12,88104164,57497593
42697,2002-04-11,30649145,19305836
19577,2017-04-28,24695208,13712194
46844,1999-01-21,99039949,38046348
60686,2014-10-26,35854369,55719645
81942,1995-02-08,59269480,51989381
38740,2012-04-15,11761661,97109629
42890,2020-12-30,66185957,54357890
27632,2018-06-15,30803542,82020349
81439,1990-02-08,43103892,54033112
30202,1976-04-18,82344354,22901531
67259,1990-10-04,87900785,24208465
77443,2003-03-05,40193136,89630159
75191,2008-08-07,67778393,75146528
23128,1974-10-03,42771490,94167726
15142,2016-08-03,60279221,53717661
18190,2016-06-04,67668113,84831223
47008,2006-04-11,97077535,80411702
50424,2006-12-13,62816528,89656044
39884,2015-03-27,60218927,93229846
15905,2010-02-27,94316410,42383216
88951,1975-11-22,25814046,93603995
82071,1997-09-30,54965176,10957081
74323,1979-09-13,53921112,71389935
27630,2012-05-27,52340174,25799481
15265,2015-08-10,26182443,34909249
38384,1979-10-04,66505374,26211696
61822,2017-09-28,19104435,58686529
20765,2018-05-04,27534856,15264686
95986,2000-04-09,86334423,71223961
95748,2002-01-19,46430596,62861197
83662,2020-10-17,12479069,78816479
93139,2006-07-18,68470062,20546112
10891,2008-12-11,25812588,22459896
43211,2000-12-06,24867775,45365892
93734,2017-04-17,87036482,84642233
31297,1974-05-14,37739616,30018294
13090,2003-11-03,66664551,15182479
68421,1978-04-05,43536276,84166431
48946,2001-08-28,42566120,25251323
52177,2018-03-06,13452051,96788667
17002,1999-10-22,65566222,64138859
41706,1974-12-23,92054301,36818100
86984,1972-08-13,86756434,99589738
56523,1984-05-03,89191917,70735402
66719,1974-09-27,34683555,59723165
72835,2008-08-29,66070125,52775951
43323,2006-02-01,69729059,95089917
82238,1970-12-19,90802402,96003831
25211,1987-11-14,25314221,55398477
55578,2019-03-19,81479327,79407222
87225,1974-11-26,26117729,66235254
74475,1993-04-06,99917810,68616496
45893,1990-10-06,30454507,59880363
85286,2013-11-10,17594394,66624968
77976,1985-09-09,59269480,15203173
61317,1984-08-05,35509814,45762688
59723,1993-07-11,41939083,76531589
22419,1977-11-21,72535496,96394308
42300,1973-03-14,13717408,71597785
77013,1989-03-28,29902628,64616138
21425,1976-04-01,13626528,92870438
90275,1985-03-13,18322426,24322340
54158,1984-11-25,21217783,46415551
31215,1972-05-19,22531739,42882962
82761,1998-07-18,99163513,42219409
91445,1995-10-15,72820792,65131829
24805,1970-02-17,24867775,45365892
85292,1983-05-01,30875909,75878251
55150,1996-09-18,57805782,30878390
89901,2013-02-23,66908234,79844324
79206,2014-10-06,33222470,51967238
68264,1974-11-12,79640709,44233017
64170,2005-10-04,68272022,18858491
12036,1976-02-08,34808165,66707244
21645,2013-05-29,71245845,92868593
34319,1970-12-24,35513602,25088283
16614,2016-09-05,20184724,50354363
18481,1991-05-01,52142617,36239480
25287,1975-01-06,84143990,86384780
55307,1984-12-01,55511123,32960911
75484,1999-06-04,92160743,82504175
95142,1974-11-23,33401129,58735498
63115,2020-11-16,79604943,77900774
61818,1986-08-07,29170836,81143080
55788,1981-12-17,19400206,20618372
18450,2008-10-30,86629684,70442862
47839,2005-07-23,60218927,33413111
58832,1987-07-30,87156157,94790454
44411,2001-11-29,39396483,47606357
19978,1985-06-23,44185039,59344023
24038,1972-01-25,72820792,65131829
22075,2012-08-29,81479327,33446708
79589,2006-02-13,81810436,72857599
88032,1973-07-12,30606081,27342268
82583,2016-03-22,82171553,74760924
95154,1975-12-19,87637885,60011727
62783,1986-10-12,85894485,45341336
89463,2015-08-01,40061558,84230365
85387,1992-09-08,62816528,89656044
71049,2010-10-23,34877091,53983139
19576,2003-09-16,90524366,36414189
33665,2011-06-12,62081048,56172249
28877,1993-10-17,49351883,85958620
98936,1978-01-01,20184724,50354363
51864,2001-12-01,90802402,90354918
76455,1980-04-07,97688719,79881627
71980,1980-10-11,36733945,63447577
74181,2018-06-25,32044946,30852738
14358,2012-09-12,38622081,61860793
16632,1978-12-02,69729059,95089917
36958,1974-04-11,59615084,13377176
65000,1991-11-04,31578147,78711306
16949,2008-10-24,55511123,32960911
79640,2007-02-04,87637885,60011727
11475,1974-10-15,86334423,82508298
70735,1997-05-08,34480861,94498700
68141,2016-11-18,84527102,95238717
16250,1990-03-07,87429712,61749550
26511,1979-11-26,46430596,64816933
70167,1977-12-13,89963279,34285133
87000,1970-12-15,31156896,64229470
16395,2002-07-24,71633501,80648833
78941,1982-10-29,17813511,40611086
60450,1989-07-19,43103892,54033112
89403,1971-08-29,30606081,27342268
98320,1987-12-26,26707168,95132764
14307,1980-02-06,17813511,40611086
93328,1990-10-24,65561449,98698513
84561,1992-07-27,75244854,66674154
94186,1984-05-27,63574520,72409365
64163,1977-06-17,65566222,39908255
85668,2011-04-06,27458128,56152532
46564,1972-09-28,50485510,35107086
10890,1986-10-21,78022524,76337132
84926,1981-11-11,29170836,28393249
48916,1988-07-19,34902247,33756720
30618,1986-02-25,99917810,68616496
50816,1991-04-06,86334423,82508298
73414,1970-04-01,58981884,33158404
14414,2009-01-10,12975035,58800372
38644,1987-10-24,89237918,27181109
89916,2005-04-27,24867775,29926404
35741,2009-12-18,88104164,57497593
55512,2006-04-17,66664551,58060552
44418,2002-05-13,11444794,27965844
53836,1987-03-19,54672603,11213646
66673,2008-03-11,18834593,90661097
87256,1991-10-17,67778393,16994552
56272,1999-09-11,19627725,45303721
49099,2009-02-08,35514193,60222751
27849,2005-08-10,18834593,87350382
37974,1991-06-17,76695278,64224954
89892,1984-01-27,52142617,36239480
59661,1982-12-06,63574520,72409365
63125,2017-05-26,87156157,53263760
23504,2007-02-12,15052107,63999534
29673,2009-03-31,18834593,87350382
30483,1985-02-25,96941965,92955142
51248,1985-09-02,99039949,38046348
20636,1972-02-06,30875909,24398886
21437,1982-03-31,70621170,45743638
95479,2010-08-29,93498739,24738434
62034,1974-02-23,42771490,81245118
96384,1975-06-02,52142647,35252103
64176,1998-03-07,66641014,13127666
28656,2013-11-02,31092415,42836046
37162,2008-07-11,89963279,34285133
25770,2018-03-22,54383880,21646556
58688,1976-06-19,66185957,85727897
80008,2012-08-04,11316852,64325270
60929,1982-06-27,97907228,81780194
82926,1995-09-20,39220034,55720115
79029,1973-04-30,13626528,92870438
40215,2004-06-01,20499053,41976457
79590,2015-01-26,57415251,94051381
31983,2014-12-08,44614689,78989260
41756,1971-09-24,72820792,65131829
44387,1974-06-15,28973534,39894752
43087,1975-11-08,47668695,29913207
53035,2019-08-10,51267267,84492148
93925,1995-03-29,63632353,62457645
25500,2017-10-25,43103892,92667301
90395,1982-04-04,66977222,81951678
11537,1986-09-13,27458128,56152532
61872,1992-06-11,13452051,31557133
31500,1983-04-25,75085950,50470477
51328,1997-09-05,36543940,26163777
83449,2018-11-21,84527102,10738608
30325,1998-02-06,69764587,91557453
75757,1998-02-14,12975035,58800372
48740,1975-01-14,22531739,22493523
99156,1989-08-24,47851681,83416772
66467,2003-07-08,31578147,74909161
58377,1994-11-03,65404051,61720933
75060,1977-05-11,67756087,10184792
86650,2008-05-29,56266747,88844476
98858,1975-10-04,24108838,86707984
94497,1981-12-26,91637230,86736411
57895,2015-08-22,74992963,47488549
92652,1970-10-14,95461961,55281530
64759,2005-04-08,96941965,82202266
60455,1972-08-18,93145002,39064723
19914,1981-11-23,68675594,78630737
85105,1993-01-26,97688719,23926604
98404,1983-05-16,87156157,94790454
53032,1979-09-01,82093766,87152148
94900,2008-12-24,59147253,64182770
31670,1980-01-21,49351883,85958620
82687,1985-08-24,55831693,40652666
60175,2021-01-14,58209043,64538166
81284,1994-05-30,42771490,81245118
83047,1984-02-24,30064194,67202248
62304,2015-09-29,74992963,29854527
25942,1979-07-07,30834969,59711291
35992,2001-10-20,82133586,46047741
37739,2000-03-02,54280798,17015693
82543,1980-03-20,68878341,92524001
96603,1999-10-05,60618184,17508328
10445,1982-09-07,32323826,76314405
31827,2015-09-19,92054301,36818100
56872,2015-01-07,30649145,52371055
14078,2000-12-19,43103892,92667301
83424,2002-07-13,66908234,79844324
88397,2014-02-06,59190686,13686517
24635,1983-08-23,15052107,68901987
93801,1998-08-21,64100046,38548868
65685,2008-07-23,82344354,51475823
95008,2011-01-13,43536276,84166431
99999,1973-01-03,50485510,35107086
84935,1987-11-18,54383880,21646556
77863,2004-07-20,27757297,95040447
88379,1971-03-10,49351883,58776046
28088,1997-05-08,25594270,61624429
50169,1994-11-08,81131937,30825794
67289,1993-03-27,97907228,81780194
50103,2004-08-22,83259105,82587190
50900,1982-09-27,77466800,57995454
19733,2014-08-28,37372836,53014401
65823,2019-06-18,57805782,30878390
99684,2013-04-19,77047089,33160705
12165,2011-08-17,86629684,70442862
18043,2000-02-29,49215639,42100147
48929,1978-07-15,42771490,81245118
88239,2009-03-05,66505374,59127595
75347,1999-05-13,34963962,60632967
31447,1978-05-26,97907228,65223949
30267,1972-02-02,43770521,87349174
32512,1997-03-30,51115572,47143284
35737,2018-05-16,79357879,56110103
92576,2008-12-04,52425844,83614541
83585,1998-12-28,37739616,30018294
68820,1983-01-12,96941965,82202266
20128,1971-06-04,35509814,54288027
47630,2000-07-14,10226227,91266429
40270,2018-12-01,11656939,71368918
45623,2005-10-09,29170836,81143080
53240,1975-09-29,59147253,64182770
69058,1983-05-11,80281730,78583899
29655,1984-12-20,22469139,54785320
93702,2014-08-04,41397079,32786106
39853,1972-05-29,44614689,78989260
79174,1978-02-19,13047810,42336985
35399,2009-12-13,39276719,52214842
40016,2013-02-03,19400206,20618372
35950,1997-07-22,95461961,55281530
12741,2020-10-07,76612438,90719785
75836,1993-03-08,16120505,96123062
27628,2001-05-29,60618184,17508328
84282,2019-09-01,25547153,39881586
44406,2008-06-04,34683555,59723165
75440,1995-07-05,59147253,66040109
75673,2016-02-13,11425056,28850907
25407,2008-09-01,97688719,23926604
51817,2016-06-21,68470062,20546112
41095,1973-11-05,66070125,25038828
69088,1973-05-12,96556337,83798973
45963,2019-09-26,63039705,74224145
60096,2005-12-28,38622081,61860793
32903,2018-12-14,64450712,87356211
77112,2017-03-21,87496311,92208747
42253,1997-01-27,72845307,99851111
86408,1984-05-31,30649145,52371055
51415,1977-06-24,65404051,61720933
87312,1987-09-15,27757297,17658038
65600,2019-07-15,35849353,74391392
20683,1989-07-23,66977222,81951678
22321,1983-10-12,21865776,85871536
77023,1998-12-05,21976288,15953895
53022,1991-06-02,20499053,16200301
31895,1996-07-13,67041301,24014401
38632,2006-02-08,65534460,81706229
97463,1997-05-22,49716952,80176605
10670,2011-09-29,27458128,54582069
62525,1989-01-25,34480861,53853416
67688,2006-01-04,64535784,87133842
96778,1975-04-22,29902628,97986862
53790,2003-08-23,56266747,88844476
86981,1974-08-30,15922142,22650997
15946,1998-07-29,97907228,81780194
96159,1971-06-29,27458128,56152532
81186,2019-03-01,83989481,72574867
90846,2016-04-25,85307688,29067346
57832,1986-05-14,59269480,51989381
68038,1973-04-05,90340440,16328353
90919,2005-10-10,70615923,25897000
40866,1988-03-11,21865776,85871536
24383,1992-12-30,49468591,50375309
72790,2012-01-11,69764587,91557453
94028,2013-03-10,76820419,95147281
73627,2012-12-27,79640709,44233017
76822,1983-06-25,62816528,62869033
44965,2020-10-21,39396483,97203681
34912,1998-02-01,81479327,33446708
49054,1984-02-10,63632353,62457645
43871,2007-09-15,79604943,48536506
12133,2009-05-25,13102774,45684485
65867,1988-07-23,76129491,80489663
40345,2020-10-30,25547153,39881586
16256,1987-10-01,31578147,74909161
67572,1976-05-30,34683555,78058482
38063,1976-04-30,97077535,80411702
84668,1997-07-13,65866074,11306949
54032,1981-02-09,79670769,60199403
86399,2017-08-08,20570832,15706485
89831,1976-02-01,92603773,83946004
54880,2018-12-16,93145002,39064723
43167,2019-07-29,22469139,73941515
33756,2015-08-04,15173375,50255212
98363,1999-02-02,60788892,12901665
48546,2005-09-20,28973534,39894752
23306,1984-11-13,87496311,92208747
58817,2012-10-26,58209043,64538166
65961,2016-05-15,53921112,71389935
63785,1971-07-22,29061274,66882663
53185,1986-01-31,34480861,94498700
27602,1972-04-22,76516358,57805952
73135,1970-05-16,87156157,53263760
81269,2016-08-30,11761661,51499903
54995,1970-12-16,39322107,74011685
61393,1981-03-26,37847159,33834250
21940,2017-12-26,92855777,80017717
93301,2020-03-18,62081048,56172249
45535,2001-02-18,79901704,98797267
82886,1995-04-23,72845307,99851111
93685,1993-07-07,30875909,24398886
29091,1990-10-18,81131937,34686272
84894,2007-03-12,79670769,60199403
74743,2008-07-12,81479327,33446708
87883,2020-09-08,44614689,51267196
62604,1980-08-15,37739616,30018294
35974,1992-12-16,18834593,87350382
47372,1988-09-13,13626528,92870438
64301,1988-03-21,59582449,89314548
88483,2001-10-06,41939083,22321441
62905,1984-06-04,54672603,11213646
75365,1972-05-02,12725677,82344059
13795,1999-06-13,34480861,94498700
42572,2017-02-02,67709125,41995723
71449,1980-04-10,57805782,30878390
40330,2011-03-14,76820419,31172682
45089,1999-03-02,75085950,50470477
39920,1995-04-29,55831693,64377151
81896,1995-11-17,64535705,56006360
45991,1987-12-15,79901704,98797267
49716,2004-11-04,87900785,24208465
38502,1980-06-07,87036482,84642233
39218,2018-03-28,86334423,82508298
77505,2008-04-01,72910133,95129444
23536,1979-11-24,44410182,88790350
60440,1970-01-15,43770521,87349174
98564,1970-07-16,33100847,24416728
80101,1995-04-09,17594394,66624968
15380,1994-11-26,90524366,40148043
73484,2008-10-16,72910133,73681236
16725,2016-03-01,26991274,12862692
45650,2011-07-14,64171170,14316215
50694,1987-11-19,25814046,39274159
91797,1996-06-30,39648684,71035442
19024,2013-05-17,17359090,49898968
53413,1988-03-10,29170836,81143080
54579,1980-02-19,42566120,25251323
37630,2020-01-01,21217783,46415551
76177,2005-03-10,43536276,84166431
52033,1983-07-23,83259105,82587190
76795,1989-09-30,39220034,55720115
57224,1996-02-06,30105413,30187652
28783,1986-10-16,44410182,88790350
75521,2001-03-16,32323826,76314405
37147,1987-06-18,17255815,61828651
47463,2020-11-19,79354380,60473011
96438,2012-03-25,85897172,27676095
32336,1973-02-24,39322107,71223178
67677,1971-10-25,34963962,60632967
20730,1973-05-04,89191917,70735402
84266,2009-01-22,36179876,46624166
74590,2014-02-27,26938716,79677768
18838,2009-05-19,71633501,85597823
60728,1986-05-22,42566120,35294023
39932,2014-11-09,19572547,35784843
90543,1996-10-05,87036482,84642233
16072,1983-04-04,66908234,79844324
91110,1983-10-23,30064194,67202248
91162,1971-04-18,72698465,26837987
53899,1974-12-28,99834987,47471467
48056,1979-10-15,59603419,79180029
25938,2013-12-19,12983664,73436666
17289,1998-11-05,79354380,50343419
97838,1985-03-23,50485510,35107086
76006,1980-05-11,53921112,71389935
86266,2007-01-02,29583206,98333676
80622,2001-08-24,33605044,73930548
30276,1992-09-01,30834969,25058383
94018,2003-09-01,73353613,45280449
22272,1970-05-31,62081048,56172249
40092,1986-01-05,60618184,17508328
49145,1995-12-13,63039705,74224145
20798,2015-09-14,65866074,11306949
63877,1989-03-25,67683702,26689225
67664,2016-10-06,68675594,53123004
99095,1985-09-23,62066313,57964801
21678,2007-07-13,52340174,38504631
21352,1982-08-06,37739616,30018294
22707,1988-11-19,52340174,38504631
68057,2011-06-24,89963279,27092741
64856,1991-01-06,34902247,33756720
28614,1980-05-16,62897633,59995962
93273,1986-07-15,42783938,48923458
91818,1995-11-14,39396483,47606357
22901,1979-01-25,80281730,78583899
41034,1991-10-15,95461961,48755632
77875,1975-01-25,17594394,66624968
27725,1971-09-18,72698465,26837987
83679,1993-09-28,59339978,92850528
71562,2014-01-13,67041301,23679636
39990,1998-08-24,33100847,97739045
92411,2018-09-09,87496311,92208747
90016,1975-03-12,29583206,98333676
76637,1974-09-24,96596276,15954523
94592,1979-08-06,65250789,59275458
80657,2020-03-25,30105413,30187652
39868,1998-01-19,38722427,90819038
50202,2019-01-03,57541343,95365863
59333,1982-02-08,11817916,90631473
44355,2001-07-21,53687134,92531226
96913,1979-08-21,84143990,86384780
21943,1984-03-11,41387324,49385920
26167,1988-01-12,52019681,91430555
94163,2013-12-20,41939083,22321441
67178,2012-12-28,63632353,62457645
63796,2004-03-30,62897633,16036832
89678,1970-01-19,89237918,27181109
66984,1988-12-19,62897633,59995962
12010,1977-06-04,96212667,53640034
20876,2009-06-12,90802402,90354918
81786,1993-10-03,18917417,68201208
58429,1975-07-31,28004071,48607671
76240,1991-09-17,31807224,22644626
95062,2018-04-02,31156896,64229470
88120,1997-05-10,60279221,53717661
20805,2001-03-13,24688229,87425065
40418,1988-01-01,30649145,19305836
47493,2000-08-29,20184724,20842936
63923,1980-11-18,34629679,49139994
73960,1972-01-13,34024870,43682818
51625,1977-08-08,80208559,85233155
70648,1996-05-24,19296094,11912385
97508,2017-09-28,74263262,63908088
51615,1971-03-22,91637230,59847645
55687,1998-08-01,40193136,13577355
29874,1972-06-29,20570832,15706485
17019,1984-07-12,30078286,21427226
80637,1972-11-06,62066313,57964801
60370,1997-06-08,17813511,41952304
50351,1991-07-21,60279221,53717661
21249,2008-07-30,44410182,88790350
90028,1970-08-06,91815654,31845691
72984,1985-03-02,84143990,86384780
32488,1975-05-25,67709125,24095279
77164,1997-07-10,69764587,91557453
75623,1982-06-02,13047810,42336985
33057,1978-08-04,31942676,17187921
83259,1982-10-02,99769858,36380488
33367,1971-12-07,29986514,58553536
12401,1979-06-20,62816528,89656044
59446,2019-04-01,44410182,11612342
54108,1983-12-22,44185039,17471468
40508,2020-01-27,90340440,19465656
13195,2000-02-09,54280798,17015693
16654,1970-03-18,56266747,88844476
84350,2019-12-03,21865776,91331567
41519,1977-01-01,75236648,83825218
73809,2009-01-25,13717408,71597785
41068,1999-01-09,85894485,45341336
51399,2018-08-29,81810436,72857599
49570,1979-10-17,95461961,55281530
89614,1996-08-16,92160743,18825596
19295,1992-04-12,65561449,50436077
92781,1972-03-07,80179939,19635900
37626,1975-10-12,58234525,72985486
61083,1977-04-25,69646346,95692478
48893,2016-12-29,31092415,42836046
83973,2010-01-18,23104323,62236271
48131,2008-01-11,30078286,21427226
27968,1980-10-09,34683555,78058482
93470,1979-11-04,57805782,94700232
16195,1986-09-20,47451778,20320351
19451,2003-10-16,21217783,10615101
57639,1991-04-04,42783938,48923458
88881,2015-01-17,47668695,29913207
70169,1976-04-06,49468591,50375309
23453,1991-06-09,46731613,37244134
53793,2001-07-16,27534856,76125329
29077,2000-11-07,94872596,87577288
99463,2020-05-02,64100046,59647470
38593,1991-09-15,89191917,90952695
41306,1970-09-16,24688229,87425065
24582,2015-01-15,97609788,19987970
39666,1978-11-19,60279221,53717661
30803,2002-02-05,36543940,26163777
27977,2014-07-23,30649145,19305836
30610,1979-02-15,85894485,45341336
59183,1985-09-15,59339978,92850528
67272,1971-06-08,82574889,58174956
39238,1978-09-13,40061558,79480095
88232,2016-02-05,84143990,89980569
83284,1970-01-03,94649890,40006560
33153,1984-11-01,21976288,23312225
29160,1991-01-22,40960388,39777546
25008,2012-12-28,79670769,18259355
39984,1974-06-01,69729059,95089917
27701,2015-04-05,12479069,78816479
95452,2000-12-15,53921112,98163147
82927,1999-02-08,73118319,58628602
87208,2002-05-21,66641014,13127666
79295,2002-06-22,89237918,27181109
82971,2005-04-04,39322107,74011685
70280,1993-11-12,52425844,96900433
68235,1981-11-26,65404051,37589280
52336,2017-10-31,46430596,62861197
51388,2000-03-12,29170836,81143080
14593,1973-05-23,63632353,62457645
56874,1998-05-30,97077535,16893501
85448,1974-12-28,76516358,57805952
70661,1999-06-22,96556337,57864005
30484,1993-10-10,21865776,85871536
32172,1984-07-16,34683555,78058482
15518,2003-03-16,94912027,77777651
66985,2017-04-03,44410182,11612342
69370,2002-01-17,72820792,37706673
11733,1993-03-18,97077535,80411702
29472,1982-05-25,33222470,51967238
83132,2015-12-31,94912027,21403332
65571,2020-07-24,90950238,64557362
94226,1999-07-09,30454507,87262091
46972,2007-04-15,76129491,92848467
42627,2020-09-16,57415251,96898811
53582,1976-10-16,17359090,52374910
28731,1979-11-06,89191917,90952695
20644,1983-01-01,74265993,72563795
